gold_left,level,total_damage_to_players,players_eliminated,num_traits,placement
6,8,95,1,5,1
3,9,158,2,9,1
1,9,94,3,5,1
1,10,111,0,9,1
0,8,90,0,8,0
0,8,51,2,7,1
4,8,142,1,7,1
1,9,142,1,4,1
1,8,114,1,8,1
3,9,129,2,7,1
0,8,34,0,8,0
7,8,55,0,4,0
44,9,202,4,8,1
2,7,78,1,7,0
15,8,89,1,5,1
31,8,110,0,7,1
5,8,74,0,3,0
9,9,116,1,7,1
30,8,102,3,6,1
7,9,88,0,6,0
13,7,40,0,6,0
23,8,149,2,7,1
0,8,128,2,5,1
1,9,179,2,6,1
1,8,120,2,5,1
1,8,98,1,5,0
0,7,54,0,5,0
3,8,61,0,8,0
7,7,83,1,3,0
1,9,103,1,5,1
1,9,161,2,5,1
13,7,102,0,4,1
3,8,117,1,6,1
0,9,136,1,6,1
4,8,42,0,5,0
14,8,46,0,6,0
1,8,41,0,7,0
0,9,140,2,6,1
7,8,104,0,7,0
2,7,102,0,5,1
13,8,58,0,8,0
29,9,186,2,6,1
3,9,201,2,6,1
0,8,55,0,7,0
4,9,103,1,4,1
2,8,7,0,6,0
1,9,64,0,7,0
16,9,56,2,8,1
5,9,163,3,9,1
3,10,214,3,8,1
1,8,65,0,4,0
57,8,59,0,8,0
11,7,51,0,5,0
0,8,12,0,6,0
1,8,108,0,7,1
18,8,116,0,6,1
6,8,106,1,4,1
0,7,131,2,7,1
0,10,178,0,7,1
1,9,227,3,10,1
16,8,50,0,3,0
6,8,34,0,6,0
0,8,22,0,5,0
0,8,118,3,5,1
2,8,44,0,5,0
2,9,77,0,4,0
1,8,100,1,6,1
0,8,82,1,9,0
1,9,107,0,8,1
1,8,80,0,4,0
1,9,108,2,7,1
9,8,52,2,6,0
0,9,61,0,5,0
4,8,36,0,6,0
0,9,114,1,6,1
0,7,74,0,4,0
1,9,61,0,6,0
0,9,59,0,6,0
1,8,58,0,4,0
2,7,70,1,5,0
0,8,85,1,6,1
1,7,29,0,3,0
2,8,84,1,7,0
18,8,80,0,5,0
1,7,52,0,5,0
8,8,83,1,6,1
0,8,132,2,9,1
14,8,90,1,7,1
1,9,142,1,6,1
1,8,51,0,5,0
5,8,150,4,5,1
28,8,98,1,8,0
38,8,91,0,5,0
1,8,54,0,6,0
2,9,175,3,7,1
3,8,102,0,5,1
5,7,44,0,5,0
2,8,111,2,7,1
1,9,140,0,8,1
4,9,89,1,9,1
4,9,107,0,6,0
2,7,38,0,5,0
4,6,4,0,2,0
12,9,103,1,6,1
21,9,165,3,8,1
50,9,172,2,6,1
2,8,54,1,7,0
8,9,147,3,8,1
15,9,138,2,7,1
2,8,59,0,6,0
1,8,42,0,3,0
10,8,42,1,5,0
1,9,132,0,6,1
2,8,108,1,5,0
3,7,54,0,5,0
1,9,161,3,6,1
4,9,202,4,6,1
1,9,165,2,9,1
4,8,92,1,5,1
1,9,170,3,6,1
11,8,75,1,5,0
21,8,50,0,6,0
5,9,193,3,8,1
2,8,167,3,7,1
1,9,77,0,7,0
2,10,159,4,7,1
6,9,53,1,5,0
3,8,42,0,9,0
4,8,129,2,6,1
10,9,86,0,4,1
4,9,59,0,7,0
30,8,67,0,5,0
0,8,38,0,4,0
1,9,79,0,8,0
0,8,74,0,3,0
0,9,107,0,10,1
2,10,169,1,3,1
2,8,55,0,6,0
32,8,90,2,5,1
1,8,88,0,7,0
3,7,101,0,7,0
20,9,242,3,8,1
0,9,77,0,5,0
41,8,27,0,4,0
31,8,62,0,7,0
5,9,107,1,6,1
42,9,152,2,8,1
1,8,164,4,6,1
0,8,52,0,4,0
0,8,65,0,5,0
0,8,49,0,7,0
10,7,70,0,4,0
0,9,44,0,8,0
0,7,38,0,6,0
1,8,95,1,4,1
7,8,75,0,7,0
3,9,158,1,7,1
1,8,82,1,4,0
1,8,24,0,7,0
0,8,121,1,7,1
0,9,111,2,5,1
1,8,85,0,8,0
1,9,67,0,7,0
4,9,203,3,8,1
1,7,65,0,4,0
0,8,46,0,6,0
0,8,75,0,8,0
1,8,77,0,4,0
0,9,112,0,1,1
2,9,198,3,16,1
1,8,99,0,3,0
0,9,104,0,6,0
25,9,181,3,7,1
9,7,76,0,4,0
1,8,69,1,6,0
0,9,101,0,7,0
3,9,119,1,8,1
5,8,14,0,4,0
15,8,58,0,4,0
17,8,127,1,6,1
1,9,87,0,4,0
10,9,173,2,8,1
21,9,170,1,10,1
0,9,138,2,4,1
7,7,100,1,7,1
0,7,70,0,4,0
4,10,142,1,8,1
22,8,190,2,5,1
3,8,63,0,3,0
1,9,166,3,8,1
6,8,95,0,5,1
7,9,102,0,4,1
2,8,72,0,6,0
1,7,75,0,4,0
9,9,145,1,5,1
0,8,49,0,4,0
13,8,131,1,6,1
4,8,133,1,6,1
2,9,133,1,5,1
2,9,37,0,9,0
1,9,206,4,5,1
3,7,82,0,7,0
4,7,62,0,3,0
9,7,56,1,5,0
6,9,164,3,3,1
0,9,175,2,6,1
1,7,89,0,7,0
1,7,73,0,4,0
2,8,65,1,6,0
4,9,103,1,5,1
0,9,124,1,7,1
36,7,123,4,5,1
36,8,108,0,6,0
1,8,87,0,5,0
2,8,20,0,10,0
1,7,78,1,4,0
1,8,49,1,6,1
1,8,75,0,6,0
3,7,58,1,5,1
0,8,78,0,6,1
10,9,103,0,9,1
0,9,136,0,7,1
11,9,92,0,6,1
34,8,118,1,6,1
2,7,26,0,3,0
1,8,40,0,6,0
9,9,193,3,8,1
2,9,92,0,3,0
1,7,129,2,7,1
11,8,97,2,9,1
0,9,87,0,10,0
5,8,178,4,5,1
7,9,223,3,9,1
1,8,69,0,9,0
3,8,69,0,6,0
2,8,36,1,3,0
0,8,112,2,7,1
0,8,46,0,4,0
1,7,115,1,7,1
1,9,147,3,8,1
0,8,57,0,3,0
14,9,116,1,5,1
4,8,74,1,8,0
0,8,123,0,7,1
1,7,88,0,4,0
0,7,68,0,5,0
8,10,180,2,8,1
6,8,13,0,4,0
1,9,107,0,8,0
1,9,96,0,8,0
2,8,122,1,6,1
1,8,49,0,4,0
21,9,191,2,8,1
29,8,70,0,4,0
3,8,120,1,5,1
0,8,119,2,5,1
12,8,35,1,0,0
0,9,97,1,6,1
1,9,167,4,6,1
1,9,93,0,6,1
2,8,142,3,5,1
11,7,105,0,6,0
0,8,30,0,6,0
2,8,67,0,9,0
0,8,70,1,7,0
0,8,66,0,4,0
0,8,89,1,4,0
0,9,79,0,10,0
1,9,142,1,7,1
40,9,17,0,5,0
0,9,117,0,3,1
0,8,104,2,8,1
18,9,179,1,7,1
17,7,97,1,4,1
3,8,99,0,7,1
5,8,111,0,0,1
16,8,75,2,8,0
3,10,185,3,9,1
0,7,71,1,5,0
16,8,113,2,0,1
0,8,77,1,8,0
6,9,124,1,8,1
1,8,127,1,5,1
3,8,34,0,8,0
0,9,99,1,7,0
8,9,177,0,5,1
7,8,58,1,4,1
25,10,174,3,11,1
0,7,69,0,4,0
2,9,122,1,5,1
1,10,198,3,9,1
1,10,207,5,9,1
3,9,199,5,10,1
7,8,46,0,4,0
0,7,81,0,4,0
21,8,127,1,5,1
0,8,64,0,8,0
1,8,180,3,4,1
0,8,55,0,0,0
3,9,139,2,8,1
0,9,78,0,7,0
6,7,117,2,7,1
1,8,0,0,5,0
2,9,84,1,8,0
1,9,71,0,8,0
3,8,124,0,7,1
1,8,47,0,4,0
1,8,102,1,6,1
1,9,138,1,6,1
18,9,38,1,7,0
1,8,20,0,4,0
0,7,26,0,5,0
2,9,188,2,8,1
3,10,134,3,9,1
0,7,66,0,3,0
0,8,77,1,4,0
0,9,118,1,8,1
0,9,71,0,8,0
0,9,106,0,6,1
17,8,82,1,8,0
1,10,183,4,8,1
3,8,34,0,6,0
0,9,111,0,4,1
1,9,132,2,8,1
0,8,65,0,8,0
2,8,61,0,4,0
8,6,77,0,5,0
1,9,31,0,6,1
2,9,198,1,6,1
6,8,74,0,8,0
3,10,20,1,5,1
10,9,111,1,7,1
3,8,177,3,3,1
0,9,101,1,7,1
6,6,51,0,4,0
19,8,166,4,4,1
6,7,52,0,2,0
0,8,44,0,8,0
6,9,94,1,8,1
1,9,83,0,5,0
0,9,125,0,5,1
0,9,127,2,9,1
2,9,95,2,10,1
2,9,149,2,6,1
0,8,65,0,7,0
25,8,41,0,9,0
0,9,142,1,6,1
2,8,79,0,6,0
3,8,126,1,4,1
0,9,69,0,8,0
30,8,111,1,4,1
1,7,91,0,7,0
1,8,156,1,6,1
1,8,71,0,6,0
10,9,75,1,7,0
2,9,161,1,6,1
0,8,42,1,5,1
1,7,97,0,7,1
0,8,117,0,2,1
1,9,127,0,7,1
1,9,134,1,5,1
1,8,88,0,4,0
4,8,35,0,4,0
0,8,123,2,5,1
5,7,43,0,3,0
0,6,59,0,4,0
12,9,160,2,4,1
1,7,69,0,7,0
0,8,58,0,8,0
6,7,139,0,5,1
0,8,91,0,7,0
1,8,139,3,4,1
1,7,53,0,1,0
2,9,151,2,7,1
5,9,155,2,7,1
5,9,132,2,8,1
4,10,158,1,9,1
3,7,84,1,5,0
1,9,133,0,9,1
0,7,45,0,5,0
0,9,138,1,7,1
4,8,131,1,5,1
0,9,48,0,7,0
69,8,88,0,3,1
3,9,187,3,5,1
4,8,124,1,7,1
6,6,44,0,5,0
1,8,63,0,6,0
1,8,63,0,4,1
0,7,60,0,2,0
1,8,137,0,6,1
0,8,129,1,7,1
7,7,65,0,3,1
1,8,119,1,8,1
0,9,147,3,4,1
1,9,67,0,6,0
3,9,91,0,7,1
1,7,14,0,3,0
1,8,93,0,2,0
20,7,11,0,3,0
1,8,53,0,2,0
1,9,50,0,10,0
2,9,164,1,7,1
2,8,118,0,7,1
52,9,179,4,4,1
0,9,106,1,6,1
3,7,65,0,3,0
11,8,56,0,5,0
1,8,135,3,6,1
1,8,74,4,6,1
1,9,149,3,7,1
12,8,128,1,4,1
3,9,178,4,5,1
0,9,91,0,5,1
0,9,95,1,9,1
2,9,83,0,7,1
0,8,76,0,4,0
3,8,67,1,3,1
0,8,55,0,7,0
0,9,152,0,7,1
1,9,51,0,8,0
12,8,57,0,6,0
9,8,70,0,6,0
0,9,117,0,5,1
1,9,92,0,7,0
1,7,35,0,3,0
1,8,169,1,7,1
6,8,50,0,4,0
11,8,186,3,6,1
4,9,108,1,7,1
13,8,137,1,4,1
11,9,167,4,5,1
2,9,98,0,0,0
5,7,42,0,5,0
1,8,52,0,6,0
1,8,93,0,4,1
4,10,191,4,10,1
13,8,43,0,6,0
1,8,82,0,7,0
21,7,90,0,5,0
0,8,80,0,8,0
1,8,77,0,6,0
2,9,191,4,6,1
2,9,153,3,6,1
2,8,88,1,5,1
0,8,115,1,5,1
3,9,166,2,6,1
0,9,79,0,4,0
3,7,58,0,7,0
0,8,70,0,4,0
0,9,85,0,9,0
51,8,69,0,6,0
1,8,119,0,8,1
1,8,46,0,5,0
2,7,59,0,3,0
2,8,77,0,5,0
0,9,108,0,9,1
1,8,86,0,5,0
2,7,73,0,5,0
1,8,81,0,6,0
36,8,228,4,5,1
8,9,174,3,8,1
1,8,68,0,8,0
4,8,61,0,7,0
0,8,42,0,6,0
1,9,118,1,9,0
5,8,104,1,8,1
0,9,158,1,7,1
0,8,109,0,6,1
2,8,76,1,5,0
1,7,67,0,3,0
2,9,192,4,7,1
1,8,36,0,7,0
0,8,92,0,4,0
1,8,77,0,7,0
4,10,165,3,4,1
1,8,92,1,7,0
1,7,71,0,4,0
31,7,107,2,5,1
0,8,50,0,5,0
0,8,29,0,7,0
4,8,43,0,7,0
4,7,35,0,3,0
3,8,88,1,7,0
2,9,161,2,9,1
0,8,94,0,5,0
0,8,80,1,4,1
12,8,54,0,5,0
1,9,65,0,5,0
4,9,143,1,6,1
1,9,120,1,8,1
1,8,129,1,6,1
0,9,119,1,7,1
3,8,34,0,7,0
1,8,6,0,4,0
0,10,79,0,10,0
0,9,98,1,8,0
1,8,137,1,7,1
18,9,179,4,9,1
10,7,117,1,7,1
14,9,109,0,8,1
25,7,81,0,2,0
0,9,171,2,6,1
1,9,92,0,5,1
10,7,128,1,7,1
4,9,160,1,6,1
1,7,21,0,4,0
1,7,51,0,7,0
3,7,98,0,7,1
0,8,81,0,5,0
1,8,74,0,4,0
2,9,54,0,7,0
9,9,136,1,7,1
1,8,67,0,5,0
3,8,14,0,6,0
0,8,41,0,9,0
2,9,162,3,6,1
4,7,81,0,2,0
1,8,101,1,6,1
6,9,70,0,7,0
0,9,145,0,10,1
1,9,73,1,6,1
6,10,132,3,8,1
2,9,190,4,9,1
2,9,151,1,6,1
25,8,166,3,8,1
3,8,71,1,8,0
2,8,170,2,7,1
6,9,172,2,7,1
9,8,45,0,7,0
0,9,60,0,5,0
3,9,82,1,4,0
0,10,125,0,7,1
0,9,110,0,6,1
0,7,54,0,3,0
0,8,71,0,6,0
1,9,117,2,5,1
10,9,161,1,8,1
0,9,99,1,9,0
3,8,87,1,0,1
54,8,57,0,6,0
6,8,93,0,5,1
0,8,100,0,6,1
25,9,0,0,14,1
5,9,163,1,7,1
1,10,167,0,10,1
1,8,90,0,5,0
0,8,60,0,5,0
4,7,40,0,2,0
3,6,26,0,4,0
0,8,139,2,4,1
3,9,108,2,7,0
11,8,14,0,3,0
34,8,61,0,7,0
4,9,126,2,4,1
12,8,64,3,6,1
1,9,115,2,6,1
4,8,73,1,3,0
0,8,89,0,4,0
0,9,167,3,5,1
19,7,90,1,2,0
36,8,182,4,7,1
0,8,135,3,3,1
2,8,94,0,5,0
10,7,37,0,4,0
2,9,80,4,6,1
12,8,82,1,6,1
0,9,145,0,5,1
1,8,35,2,6,1
30,7,116,1,7,1
2,8,104,1,7,1
0,9,146,2,7,1
0,8,138,2,7,1
4,8,97,3,4,1
0,7,93,1,6,1
1,10,177,2,6,1
12,8,118,0,6,1
52,9,59,0,7,0
1,7,57,0,5,0
2,7,29,0,6,0
3,8,80,0,6,1
21,8,109,2,7,1
21,8,48,1,2,0
0,9,66,0,6,0
0,8,114,1,6,1
11,9,105,1,9,0
0,8,149,2,6,1
1,8,143,2,5,1
1,10,115,1,4,1
3,8,142,2,6,1
1,8,93,1,5,0
0,9,131,0,6,1
7,9,60,0,4,0
1,9,160,1,9,1
0,8,30,0,3,0
2,9,115,0,6,1
0,8,124,1,7,1
2,8,59,0,4,0
1,10,198,3,5,1
1,8,92,0,6,0
19,8,72,0,4,0
12,8,61,0,4,0
0,8,67,0,4,0
1,8,98,0,7,1
4,7,27,0,7,0
0,9,44,2,6,1
0,8,55,0,5,0
1,9,115,1,5,1
0,9,153,2,5,1
10,7,42,0,4,0
2,8,113,1,7,1
2,8,39,1,8,0
0,8,25,0,5,0
2,8,55,1,5,0
35,8,110,1,8,1
20,8,93,0,5,1
0,8,69,0,6,0
41,8,97,1,8,0
3,9,162,3,8,1
0,9,131,3,10,1
9,8,107,2,4,1
20,7,31,0,3,0
12,10,128,1,7,1
1,8,114,1,4,1
20,9,165,2,7,1
1,9,57,0,8,1
0,9,125,1,5,1
0,8,77,0,5,0
1,9,193,4,6,1
1,8,66,0,8,0
21,8,59,0,6,0
0,10,107,0,8,1
3,9,43,0,7,0
0,8,87,0,2,1
1,6,81,1,3,0
0,8,135,1,8,1
10,9,61,0,9,0
1,9,161,1,6,1
28,8,25,0,5,0
4,9,75,0,6,0
0,9,150,2,7,1
0,7,93,0,4,0
4,9,68,0,7,0
3,8,77,0,7,0
0,8,78,1,5,0
2,9,151,2,7,1
1,8,113,1,4,1
1,8,37,0,0,1
5,8,29,0,7,0
35,8,115,0,7,1
8,9,169,2,6,1
3,9,99,0,9,1
40,8,82,1,7,0
6,8,211,3,6,1
12,8,133,1,7,1
27,7,90,0,3,0
0,8,147,2,6,1
5,6,69,0,5,0
1,9,132,2,7,1
0,10,112,1,6,1
3,10,20,0,4,1
24,7,55,1,5,0
13,8,45,1,6,0
1,9,117,0,8,1
2,8,22,0,7,0
0,8,114,0,6,1
1,9,56,0,10,0
9,8,60,0,9,0
0,8,156,1,6,1
1,8,129,1,4,1
0,9,81,0,7,0
0,9,70,1,6,0
7,8,30,0,5,0
6,9,223,5,6,1
1,8,83,1,3,0
0,9,103,0,7,1
1,8,104,1,8,1
34,7,0,0,3,1
1,8,130,3,4,1
1,9,164,3,6,1
3,8,54,0,5,0
0,7,60,0,3,0
1,9,79,1,5,0
7,9,170,3,8,1
4,8,53,0,9,0
1,10,76,3,6,1
1,8,45,0,7,0
6,8,72,0,3,0
0,9,98,0,10,1
46,8,51,0,8,0
22,7,33,0,5,0
0,8,57,0,5,0
0,7,39,0,6,0
1,9,133,2,9,1
10,8,125,1,6,1
8,8,36,0,4,0
0,8,33,0,7,0
1,9,84,0,6,0
1,8,163,2,8,1
1,7,23,0,3,0
4,10,133,0,8,1
6,8,86,0,4,1
0,7,43,0,6,0
2,8,128,1,6,1
3,9,94,0,8,0
6,9,147,1,6,1
0,8,81,1,5,0
2,8,68,0,4,0
0,8,108,0,6,1
2,8,83,0,6,0
0,8,64,0,6,1
14,7,32,0,5,0
2,7,47,0,5,0
0,8,18,0,6,0
36,8,106,1,8,0
2,9,114,1,7,1
52,8,64,0,6,0
5,8,68,0,6,0
2,9,54,0,8,0
10,8,126,1,4,1
0,8,81,0,5,0
0,7,70,0,7,0
0,9,128,1,7,1
6,8,70,0,5,0
0,8,112,0,7,1
1,8,52,1,6,0
0,9,155,2,7,1
1,8,57,0,3,0
0,8,46,0,5,0
3,9,158,2,5,1
5,9,152,2,6,1
0,9,47,0,4,0
1,8,24,0,5,0
1,8,132,3,3,1
0,9,114,0,10,1
22,8,184,3,6,1
2,8,38,0,7,0
1,8,84,0,3,0
32,8,187,1,5,1
0,7,61,0,5,1
0,8,128,0,5,1
2,8,69,0,3,0
0,7,121,0,7,1
0,8,135,2,4,1
0,9,80,0,9,0
1,7,57,1,5,0
15,10,172,2,6,1
2,8,78,0,6,0
2,7,57,0,5,0
1,9,205,3,7,1
1,8,47,1,5,0
0,8,164,1,4,1
0,8,49,0,6,0
6,9,157,2,7,1
0,8,62,1,8,0
1,8,108,1,7,1
0,7,53,0,7,0
1,8,55,0,5,0
0,7,41,0,3,0
0,9,118,0,5,1
1,8,140,1,5,1
5,9,149,3,5,1
4,8,59,0,6,0
11,8,57,0,5,0
0,8,34,0,4,0
27,10,198,3,7,1
1,8,80,1,6,0
32,8,129,1,4,1
0,9,0,0,7,1
1,8,64,0,5,0
0,8,35,0,4,0
59,8,45,0,3,0
2,9,129,1,6,1
1,8,103,1,4,0
3,9,120,0,5,1
0,8,163,2,1,1
2,8,89,0,6,0
0,7,55,1,5,0
0,9,66,0,4,0
4,9,166,2,7,1
0,8,42,0,3,0
1,8,70,0,7,0
1,8,57,0,6,0
33,9,39,0,4,0
1,9,112,0,9,1
1,9,116,1,7,1
23,8,99,1,4,1
1,8,78,0,4,0
1,9,196,4,5,1
11,7,145,1,7,1
0,8,42,0,5,0
7,9,67,0,7,0
15,8,25,0,6,0
4,7,41,0,7,0
4,7,110,0,2,1
0,8,40,0,7,0
0,9,132,2,6,1
32,8,99,0,6,0
0,10,75,3,8,1
4,8,72,1,7,1
5,10,130,0,9,1
1,8,52,0,4,0
0,8,67,0,5,0
0,9,59,0,6,0
3,9,164,2,9,1
1,9,114,4,5,1
2,8,112,2,4,1
1,8,94,0,7,0
0,8,46,0,6,0
33,7,54,0,4,0
1,8,51,0,4,0
9,9,206,2,10,1
0,8,58,0,7,0
1,9,137,2,6,1
12,8,92,1,8,1
0,8,43,0,4,0
15,7,35,0,4,0
0,8,95,0,6,0
0,8,66,0,2,0
1,8,62,0,4,0
1,7,107,0,5,1
9,8,106,1,5,1
80,9,63,2,2,1
0,8,116,1,6,1
17,9,209,5,9,1
9,8,106,0,5,1
0,8,60,0,8,0
4,7,42,0,7,0
1,8,127,1,5,1
10,8,74,0,6,0
1,9,152,2,6,1
1,8,29,0,4,0
1,9,152,0,8,1
1,9,77,0,8,0
0,9,125,1,6,1
1,7,121,3,4,1
2,9,75,0,7,0
0,9,116,0,5,1
0,8,43,0,8,0
3,8,24,0,6,0
7,9,134,2,10,1
2,8,120,2,3,1
1,9,176,2,7,1
6,8,31,0,6,0
17,9,182,2,5,1
1,9,57,0,7,0
0,7,64,0,4,0
19,7,30,0,5,0
0,9,109,0,7,0
1,8,54,0,5,0
3,9,133,2,8,0
11,7,53,0,4,0
1,8,102,2,5,1
1,9,119,1,8,1
5,8,118,2,6,1
0,8,46,0,4,0
0,9,78,1,6,0
1,8,36,0,3,0
1,8,48,0,4,0
3,8,110,0,6,1
0,9,129,2,10,1
42,8,62,0,7,0
3,8,70,0,6,1
0,9,131,2,8,1
1,8,37,0,5,0
0,8,73,0,5,0
0,8,67,0,3,0
0,7,75,0,5,0
15,10,0,0,14,1
1,8,47,0,4,0
2,9,184,3,8,1
18,8,114,1,5,0
1,9,103,1,4,0
5,8,43,0,9,0
0,7,0,0,2,0
3,8,143,1,5,1
2,7,39,0,5,0
0,8,106,1,9,1
29,8,44,0,7,0
30,8,100,1,8,0
10,9,128,1,6,1
16,10,0,0,7,1
2,7,48,0,3,0
3,8,67,0,8,0
31,7,65,0,5,0
27,8,112,0,5,1
2,9,108,1,7,1
1,8,58,1,8,0
1,8,85,0,3,0
3,10,202,1,8,1
2,8,151,1,6,1
4,9,201,2,6,1
2,9,114,0,6,1
21,8,118,0,7,1
52,9,179,2,5,1
18,8,74,2,6,1
0,10,172,4,8,1
1,9,134,1,8,1
0,9,111,0,7,1
8,8,31,0,3,0
1,8,74,0,4,0
16,8,99,2,4,1
1,9,109,0,10,0
1,9,97,0,6,1
4,8,86,0,5,0
1,8,90,0,5,1
17,6,24,0,4,0
3,8,44,0,6,0
1,8,69,1,7,0
1,7,67,0,5,0
1,10,147,2,6,1
0,8,27,0,4,0
1,7,39,0,2,0
1,9,88,0,9,0
0,8,93,0,6,0
21,9,115,3,5,1
4,9,195,3,7,1
6,9,120,2,7,1
2,8,73,1,7,0
5,9,91,0,4,1
0,9,159,2,5,1
3,8,111,1,6,1
34,9,123,1,8,0
22,10,157,1,8,1
3,8,48,0,7,0
0,9,63,0,8,0
9,9,48,1,5,1
10,9,144,2,5,1
23,9,121,2,8,1
1,10,204,4,7,1
5,8,183,2,5,1
1,8,103,1,5,1
50,8,91,0,5,0
0,7,84,1,2,0
1,9,142,1,8,1
11,9,126,2,7,1
0,9,162,0,5,1
3,9,51,1,7,0
0,9,170,2,6,1
1,9,131,2,5,1
50,8,29,0,4,0
2,9,97,0,6,0
0,9,72,0,6,0
55,9,0,0,8,1
25,7,87,1,7,0
1,9,190,3,6,1
0,8,98,0,6,1
12,9,102,0,6,1
5,8,78,0,4,0
0,9,112,0,7,0
1,9,82,0,7,0
2,9,92,1,6,0
1,9,78,1,6,1
0,8,46,1,3,1
1,8,81,0,7,0
9,9,124,1,7,1
1,9,130,1,10,1
9,7,55,0,3,0
0,9,106,3,6,1
11,8,81,0,4,1
0,9,102,0,7,1
3,7,86,1,7,0
2,9,113,2,6,1
1,8,78,0,5,0
0,7,71,1,7,0
1,8,37,0,7,0
1,9,128,0,6,1
0,9,190,4,6,1
3,8,36,0,8,0
4,9,83,0,4,0
0,8,115,0,6,1
0,9,55,0,4,0
0,7,45,0,3,0
1,9,153,1,7,1
1,9,80,1,9,0
7,7,71,0,6,0
0,8,72,0,5,0
15,7,79,0,4,0
1,8,57,0,8,0
46,8,27,0,4,0
6,8,156,3,7,1
21,7,71,0,6,0
2,10,175,3,10,1
1,9,82,0,4,0
0,8,129,1,5,1
32,9,115,0,6,1
0,9,97,2,7,1
3,8,62,0,3,0
17,9,100,1,5,1
12,8,34,0,3,0
0,8,62,0,3,0
1,7,74,0,4,0
14,8,111,0,1,0
13,8,211,3,7,1
0,10,0,0,13,1
1,7,62,0,4,0
0,9,72,0,7,0
1,9,193,4,7,1
35,7,69,0,7,0
10,8,26,0,3,0
3,9,164,2,6,1
13,8,99,1,4,1
7,9,195,2,6,1
0,9,80,0,7,0
1,9,83,3,7,1
2,9,108,0,5,1
8,9,108,0,9,1
3,8,57,0,4,0
15,8,104,1,5,1
4,8,111,1,4,1
5,8,25,0,3,0
0,8,75,0,5,0
1,9,74,1,5,0
0,8,65,0,4,0
6,8,149,2,6,1
0,8,86,2,8,1
10,8,50,0,5,0
0,8,81,0,4,0
13,8,59,0,5,0
2,8,78,0,4,0
11,8,65,0,5,0
1,10,195,3,9,1
4,8,183,2,5,1
1,9,167,0,10,1
10,7,57,0,4,0
24,8,54,0,7,0
9,8,35,0,8,0
1,9,115,0,5,1
5,8,77,0,5,1
3,8,91,1,4,1
6,8,89,0,6,1
1,9,130,0,6,1
0,7,129,1,5,1
30,8,135,2,8,1
15,9,196,2,7,1
0,8,15,0,7,0
17,8,109,0,8,1
1,8,69,0,5,0
3,7,59,0,5,0
10,8,28,0,8,0
0,9,135,1,8,1
5,9,105,1,5,1
5,9,63,0,8,0
0,9,105,0,9,1
11,9,68,0,8,0
0,8,57,0,4,0
1,8,132,2,6,1
2,9,176,1,6,1
0,9,126,2,6,1
1,8,125,2,5,1
1,7,88,0,4,0
0,8,61,0,4,0
1,9,178,1,10,1
0,8,72,0,6,0
1,8,78,0,1,0
26,7,66,0,4,0
1,8,61,0,7,0
18,8,109,1,6,1
2,8,79,0,5,0
0,7,72,1,7,0
0,8,27,0,5,0
0,9,139,0,6,1
16,8,40,0,7,0
8,8,100,0,7,0
2,9,86,0,4,0
24,8,85,0,6,0
6,9,225,2,8,1
0,9,137,1,7,1
2,8,68,1,6,0
0,8,39,0,5,0
1,9,78,0,6,0
3,8,67,0,8,0
9,9,126,0,5,1
4,8,57,0,9,0
0,8,66,0,4,0
6,8,149,1,5,1
13,8,20,0,6,0
18,10,190,2,5,1
3,9,147,2,5,1
9,8,54,2,3,0
1,9,103,0,7,1
0,9,111,1,8,1
2,10,28,1,4,1
1,6,55,0,5,0
12,8,128,2,6,1
0,8,82,0,4,0
3,10,177,3,8,1
0,8,108,1,8,1
2,8,69,1,7,0
0,8,147,3,7,1
0,7,120,2,7,1
0,9,139,2,10,1
31,8,95,0,4,1
13,8,77,0,7,0
1,9,123,1,7,1
2,9,166,2,6,1
0,8,103,0,5,0
32,9,211,3,8,1
1,7,30,0,5,0
20,7,90,0,6,0
1,8,45,0,4,0
0,9,123,1,7,1
29,8,59,1,2,0
1,9,80,0,5,0
0,8,120,0,7,1
0,8,144,1,7,1
0,8,47,0,2,0
7,8,137,1,6,1
17,9,152,1,7,1
12,6,23,0,5,0
0,8,118,2,5,1
1,9,130,1,7,1
5,7,39,0,5,0
0,8,140,3,5,1
1,9,74,0,7,0
3,9,128,0,7,1
0,9,113,0,6,0
0,9,111,0,7,1
20,7,67,0,3,0
4,7,96,1,6,1
2,9,40,0,7,0
0,8,32,0,3,0
21,7,36,0,5,0
4,9,70,0,7,0
0,8,73,0,5,0
0,8,17,0,5,0
1,9,167,4,6,1
0,9,132,0,8,1
4,8,59,0,4,0
17,9,55,0,6,0
5,9,108,1,7,1
22,9,0,0,13,1
39,8,138,1,7,1
7,9,141,1,4,1
5,8,88,1,6,0
1,9,81,0,6,0
21,8,75,0,8,0
3,8,73,0,4,0
1,9,43,0,7,0
4,8,81,0,6,0
0,8,93,0,8,0
4,8,79,0,6,0
1,8,53,0,4,0
2,8,105,2,6,1
2,8,52,0,6,0
4,9,136,3,5,1
5,7,100,1,4,1
0,8,44,0,7,0
3,9,50,0,5,0
0,9,49,0,7,0
1,9,117,1,7,1
1,8,39,0,4,0
4,7,42,0,3,0
9,9,167,3,8,1
1,9,167,1,5,1
0,10,194,3,8,1
63,8,149,2,6,1
0,9,84,0,7,0
3,8,54,0,7,0
0,9,130,2,7,1
0,8,113,1,5,1
1,9,153,2,6,1
0,8,63,0,6,0
1,9,95,2,5,0
